,CORD_ID,CANUTITO_ID,START_POS,END_POS,NOTES,CREATED_BY,CREATED_ON,CHANGED_BY,CHANGED_ON,CANUTITO_LENGTH,KHIPU_ID
424,3036509,1000424,37.5,42.5,,eric,2007-06-04 20:41:15,,0000-00-00 00:00:00,5.0,0
425,3036510,1000425,38.0,43.0,,eric,2007-06-04 20:41:16,,0000-00-00 00:00:00,5.0,0
426,3036510,1000426,38.0,43.0,,eric,2007-06-04 20:41:16,,0000-00-00 00:00:00,5.0,0
427,3036511,1000427,39.0,43.0,,eric,2007-06-04 20:41:17,,0000-00-00 00:00:00,4.0,0
428,3036512,1000428,36.5,41.5,,eric,2007-06-04 20:41:18,,0000-00-00 00:00:00,5.0,0
429,3036513,1000429,39.5,44.5,,eric,2007-06-04 20:41:18,,0000-00-00 00:00:00,5.0,0
430,3036514,1000430,47.5,55.0,,eric,2007-06-04 20:41:19,,0000-00-00 00:00:00,7.5,0
431,3036515,1000431,35.5,40.5,,eric,2007-06-04 20:41:20,,0000-00-00 00:00:00,5.0,0
432,3036515,1000432,35.5,40.5,,eric,2007-06-04 20:41:20,,0000-00-00 00:00:00,5.0,0
433,3036516,1000433,42.5,51.0,,eric,2007-06-04 20:41:20,,0000-00-00 00:00:00,8.5,0
434,3036517,1000434,31.0,36.0,,eric,2007-06-04 20:41:21,,0000-00-00 00:00:00,5.0,0
435,3036518,1000435,37.5,42.5,,eric,2007-06-04 20:41:22,,0000-00-00 00:00:00,5.0,0
436,3036519,1000436,37.5,42.5,,eric,2007-06-04 20:41:23,,0000-00-00 00:00:00,5.0,0
437,3036520,1000437,34.5,39.5,,eric,2007-06-04 20:41:23,,0000-00-00 00:00:00,5.0,0
438,3036521,1000438,35.5,40.0,,eric,2007-06-04 20:41:24,,0000-00-00 00:00:00,4.5,0
439,3036522,1000439,32.5,37.0,,eric,2007-06-04 20:41:25,,0000-00-00 00:00:00,4.5,0
440,3036523,1000440,34.5,39.5,,eric,2007-06-04 20:41:26,,0000-00-00 00:00:00,5.0,0
441,3036524,1000441,34.0,39.0,,eric,2007-06-04 20:41:27,,0000-00-00 00:00:00,5.0,0
442,3036525,1000442,42.0,47.5,,eric,2007-06-04 20:41:29,,0000-00-00 00:00:00,5.5,0
443,3036526,1000443,42.0,47.0,,eric,2007-06-04 20:41:30,,0000-00-00 00:00:00,5.0,0
444,3036527,1000444,39.0,45.0,,eric,2007-06-04 20:41:32,,0000-00-00 00:00:00,6.0,0
445,3036528,1000445,42.0,47.5,,eric,2007-06-04 20:41:33,,0000-00-00 00:00:00,5.5,0
446,3036529,1000446,43.5,49.0,,eric,2007-06-04 20:41:35,,0000-00-00 00:00:00,5.5,0
447,3036530,1000447,44.5,53.5,,eric,2007-06-04 20:41:37,,0000-00-00 00:00:00,9.0,0
448,3036531,1000448,38.0,44.0,,eric,2007-06-04 20:41:38,,0000-00-00 00:00:00,6.0,0
449,3036532,1000449,47.5,55.5,,eric,2007-06-04 20:41:40,,0000-00-00 00:00:00,8.0,0
450,3036533,1000450,39.0,47.5,,eric,2007-06-04 20:41:42,,0000-00-00 00:00:00,8.5,0
451,3036533,1000451,39.0,47.5,,eric,2007-06-04 20:41:42,,0000-00-00 00:00:00,8.5,0
452,3036534,1000452,43.0,47.5,,eric,2007-06-04 20:41:43,,0000-00-00 00:00:00,4.5,0
453,3036535,1000453,29.5,48.0,,eric,2007-06-04 20:41:45,,0000-00-00 00:00:00,18.5,0
454,3036536,1000454,44.0,51.5,,eric,2007-06-04 20:41:46,,0000-00-00 00:00:00,7.5,0
455,3036537,1000455,40.0,48.5,,eric,2007-06-04 20:41:48,,0000-00-00 00:00:00,8.5,0
456,3036538,1000456,41.0,49.5,,eric,2007-06-04 20:41:50,,0000-00-00 00:00:00,8.5,0
457,3036539,1000457,38.0,46.5,,eric,2007-06-04 20:41:55,,0000-00-00 00:00:00,8.5,0
458,3036540,1000458,44.5,53.0,,eric,2007-06-04 20:41:57,,0000-00-00 00:00:00,8.5,0
459,3036541,1000459,38.5,47.0,,eric,2007-06-04 20:41:57,,0000-00-00 00:00:00,8.5,0
460,3036542,1000460,47.0,54.5,,eric,2007-06-04 20:41:58,,0000-00-00 00:00:00,7.5,0
461,3036543,1000461,38.5,47.0,,eric,2007-06-04 20:41:59,,0000-00-00 00:00:00,8.5,0
462,3036544,1000462,41.0,49.0,,eric,2007-06-04 20:41:59,,0000-00-00 00:00:00,8.0,0
463,3036545,1000463,36.5,44.5,,eric,2007-06-04 20:42:00,,0000-00-00 00:00:00,8.0,0
464,3036546,1000464,46.5,53.5,,eric,2007-06-04 20:42:01,,0000-00-00 00:00:00,7.0,0
465,3036547,1000465,42.5,51.0,,eric,2007-06-04 20:42:02,,0000-00-00 00:00:00,8.5,0
466,3036548,1000466,41.0,49.5,,eric,2007-06-04 20:42:03,,0000-00-00 00:00:00,8.5,0
467,3036549,1000467,45.0,54.0,,eric,2007-06-04 20:42:03,,0000-00-00 00:00:00,9.0,0
468,3036550,1000468,40.5,49.0,,eric,2007-06-04 20:42:04,,0000-00-00 00:00:00,8.5,0
469,3036551,1000469,34.5,42.5,,eric,2007-06-04 20:42:05,,0000-00-00 00:00:00,8.0,0
470,3036552,1000470,41.0,51.0,,eric,2007-06-04 20:42:06,,0000-00-00 00:00:00,10.0,0
471,3036553,1000471,45.0,54.5,,eric,2007-06-04 20:42:06,,0000-00-00 00:00:00,9.5,0
472,3036554,1000472,40.5,49.0,,eric,2007-06-04 20:42:07,,0000-00-00 00:00:00,8.5,0
473,3036555,1000473,47.0,56.0,,eric,2007-06-04 20:42:08,,0000-00-00 00:00:00,9.0,0
474,3036556,1000474,44.0,51.5,,eric,2007-06-04 20:42:08,,0000-00-00 00:00:00,7.5,0
475,3036557,1000475,45.5,53.0,,eric,2007-06-04 20:42:09,,0000-00-00 00:00:00,7.5,0
476,3036558,1000476,44.5,48.5,,eric,2007-06-04 20:42:10,,0000-00-00 00:00:00,4.0,0
477,3036559,1000477,39.0,46.5,,eric,2007-06-04 20:42:11,,0000-00-00 00:00:00,7.5,0
478,3036560,1000478,39.5,48.0,,eric,2007-06-04 20:42:11,,0000-00-00 00:00:00,8.5,0
479,3036561,1000479,43.0,51.5,,eric,2007-06-04 20:42:13,,0000-00-00 00:00:00,8.5,0
480,3036563,1000480,43.5,52.0,,eric,2007-06-04 20:42:22,,0000-00-00 00:00:00,8.5,0
481,3036565,1000481,39.0,47.5,,eric,2007-06-04 20:42:25,,0000-00-00 00:00:00,8.5,0
482,3036566,1000482,41.5,50.0,,eric,2007-06-04 20:42:26,,0000-00-00 00:00:00,8.5,0
483,3036567,1000483,46.0,54.0,,eric,2007-06-04 20:42:28,,0000-00-00 00:00:00,8.0,0
484,3036568,1000484,46.5,55.5,,eric,2007-06-04 20:42:29,,0000-00-00 00:00:00,9.0,0
485,3036569,1000485,40.0,48.5,,eric,2007-06-04 20:42:35,,0000-00-00 00:00:00,8.5,0
486,3036570,1000486,43.0,51.0,,eric,2007-06-04 20:42:39,,0000-00-00 00:00:00,8.0,0
487,3036571,1000487,44.5,53.0,,eric,2007-06-04 20:42:41,,0000-00-00 00:00:00,8.5,0
488,3036572,1000488,49.0,57.0,,eric,2007-06-04 20:42:42,,0000-00-00 00:00:00,8.0,0
489,3036573,1000489,41.5,49.5,,eric,2007-06-04 20:42:44,,0000-00-00 00:00:00,8.0,0
490,3036574,1000490,39.0,40.5,,eric,2007-06-04 20:42:45,,0000-00-00 00:00:00,1.5,0
491,3036575,1000491,43.0,51.0,,eric,2007-06-04 20:42:47,,0000-00-00 00:00:00,8.0,0
492,3036576,1000492,44.0,52.5,,eric,2007-06-04 20:42:49,,0000-00-00 00:00:00,8.5,0
